month,month_end_date,month_end_close
1986-07,1986-07-31,236.1199951171875
1986-08,1986-08-29,252.92999267578125
1986-09,1986-09-30,231.32000732421875
1986-10,1986-10-31,243.97999572753903
1986-11,1986-11-28,249.22000122070312
1986-12,1986-12-31,242.1699981689453
1987-01,1987-01-30,274.0799865722656
1987-02,1987-02-27,284.20001220703125
1987-03,1987-03-31,291.70001220703125
1987-04,1987-04-30,288.3599853515625
1987-05,1987-05-29,290.1000061035156
1987-06,1987-06-30,304.0
1987-07,1987-07-31,318.6600036621094
1987-08,1987-08-31,329.79998779296875
1987-09,1987-09-30,321.8299865722656
1987-10,1987-10-30,251.7899932861328
1987-11,1987-11-30,230.3000030517578
1987-12,1987-12-31,247.0800018310547
1988-01,1988-01-29,257.07000732421875
1988-02,1988-02-29,267.82000732421875
1988-03,1988-03-31,258.8900146484375
1988-04,1988-04-29,261.3299865722656
1988-05,1988-05-31,262.1600036621094
1988-06,1988-06-30,273.5
1988-07,1988-07-29,272.0199890136719
1988-08,1988-08-31,261.5199890136719
1988-09,1988-09-30,271.9100036621094
1988-10,1988-10-31,278.9700012207031
1988-11,1988-11-30,273.70001220703125
1988-12,1988-12-30,277.7200012207031
1989-01,1989-01-31,297.4700012207031
1989-02,1989-02-28,288.8599853515625
1989-03,1989-03-31,294.8699951171875
1989-04,1989-04-28,309.6400146484375
1989-05,1989-05-31,320.5199890136719
1989-06,1989-06-30,317.9800109863281
1989-07,1989-07-31,346.0799865722656
1989-08,1989-08-31,351.45001220703125
1989-09,1989-09-29,349.1499938964844
1989-10,1989-10-31,340.3599853515625
1989-11,1989-11-30,345.989990234375
1989-12,1989-12-29,353.3999938964844
1990-01,1990-01-31,329.0799865722656
1990-02,1990-02-28,331.8900146484375
1990-03,1990-03-30,339.94000244140625
1990-04,1990-04-30,330.79998779296875
1990-05,1990-05-31,361.2300109863281
1990-06,1990-06-29,358.0199890136719
1990-07,1990-07-31,356.1499938964844
1990-08,1990-08-31,322.5599975585937
1990-09,1990-09-28,306.04998779296875
1990-10,1990-10-31,304.0
1990-11,1990-11-30,322.2200012207031
1990-12,1990-12-31,330.2200012207031
1991-01,1991-01-31,343.92999267578125
1991-02,1991-02-28,367.0700073242188
1991-03,1991-03-28,375.2200012207031
1991-04,1991-04-30,375.3399963378906
1991-05,1991-05-31,389.8299865722656
1991-06,1991-06-28,371.1600036621094
1991-07,1991-07-31,387.80999755859375
1991-08,1991-08-30,395.4299926757813
1991-09,1991-09-30,387.8599853515625
1991-10,1991-10-31,392.4500122070313
1991-11,1991-11-29,375.2200012207031
1991-12,1991-12-31,417.0899963378906
1992-01,1992-01-31,408.7799987792969
1992-02,1992-02-28,412.7000122070313
1992-03,1992-03-31,403.6900024414063
1992-04,1992-04-30,414.9500122070313
1992-05,1992-05-29,415.3500061035156
1992-06,1992-06-30,408.1400146484375
1992-07,1992-07-31,424.2099914550781
1992-08,1992-08-31,414.0299987792969
1992-09,1992-09-30,417.7999877929688
1992-10,1992-10-30,418.6799926757813
1992-11,1992-11-30,431.3500061035156
1992-12,1992-12-31,435.7099914550781
1993-01,1993-01-29,438.7799987792969
1993-02,1993-02-26,443.3800048828125
1993-03,1993-03-31,451.6700134277344
1993-04,1993-04-30,440.1900024414063
1993-05,1993-05-28,450.1900024414063
1993-06,1993-06-30,450.5299987792969
1993-07,1993-07-30,448.1300048828125
1993-08,1993-08-31,463.55999755859375
1993-09,1993-09-30,458.9299926757813
1993-10,1993-10-29,467.8299865722656
1993-11,1993-11-30,461.7900085449219
1993-12,1993-12-31,466.4500122070313
1994-01,1994-01-31,481.6099853515625
1994-02,1994-02-28,467.1400146484375
1994-03,1994-03-31,445.7699890136719
1994-04,1994-04-29,450.9100036621094
1994-05,1994-05-31,456.5
1994-06,1994-06-30,444.2699890136719
1994-07,1994-07-29,458.260009765625
1994-08,1994-08-31,475.489990234375
1994-09,1994-09-30,462.7099914550781
1994-10,1994-10-31,472.3500061035156
1994-11,1994-11-30,453.6900024414063
1994-12,1994-12-30,459.2699890136719
1995-01,1995-01-31,470.4200134277344
1995-02,1995-02-28,487.3900146484375
1995-03,1995-03-31,500.7099914550781
1995-04,1995-04-28,514.7100219726562
1995-05,1995-05-31,533.4000244140625
1995-06,1995-06-30,544.75
1995-07,1995-07-31,562.0599975585938
1995-08,1995-08-31,561.8800048828125
1995-09,1995-09-29,584.4099731445312
1995-10,1995-10-31,581.5
1995-11,1995-11-30,605.3699951171875
1995-12,1995-12-29,615.9299926757812
1996-01,1996-01-31,636.02001953125
1996-02,1996-02-29,640.4299926757812
1996-03,1996-03-29,645.5
1996-04,1996-04-30,654.1699829101562
1996-05,1996-05-31,669.1199951171875
1996-06,1996-06-28,670.6300048828125
1996-07,1996-07-31,639.9500122070312
1996-08,1996-08-30,651.989990234375
1996-09,1996-09-30,687.3300170898438
1996-10,1996-10-31,705.27001953125
1996-11,1996-11-29,757.02001953125
1996-12,1996-12-31,740.739990234375
1997-01,1997-01-31,786.1599731445312
1997-02,1997-02-28,790.8200073242188
1997-03,1997-03-31,757.1199951171875
1997-04,1997-04-30,801.3400268554688
1997-05,1997-05-30,848.280029296875
1997-06,1997-06-30,885.1400146484375
1997-07,1997-07-31,954.3099975585938
1997-08,1997-08-29,899.469970703125
1997-09,1997-09-30,947.280029296875
1997-10,1997-10-31,914.6199951171876
1997-11,1997-11-28,955.4000244140624
1997-12,1997-12-31,970.4299926757812
1998-01,1998-01-30,980.280029296875
1998-02,1998-02-27,1049.3399658203125
1998-03,1998-03-31,1101.75
1998-04,1998-04-30,1111.75
1998-05,1998-05-29,1090.8199462890625
1998-06,1998-06-30,1133.8399658203125
1998-07,1998-07-31,1120.6700439453125
1998-08,1998-08-31,957.280029296875
1998-09,1998-09-30,1017.010009765625
1998-10,1998-10-30,1098.6700439453125
1998-11,1998-11-30,1163.6300048828125
1998-12,1998-12-31,1229.22998046875
1999-01,1999-01-29,1279.6400146484375
1999-02,1999-02-26,1238.3299560546875
1999-03,1999-03-31,1286.3699951171875
1999-04,1999-04-30,1335.1800537109375
1999-05,1999-05-28,1301.8399658203125
1999-06,1999-06-30,1372.7099609375
1999-07,1999-07-30,1328.719970703125
1999-08,1999-08-31,1320.4100341796875
1999-09,1999-09-30,1282.7099609375
1999-10,1999-10-29,1362.9300537109375
1999-11,1999-11-30,1388.9100341796875
1999-12,1999-12-31,1469.25
2000-01,2000-01-31,1394.4599609375
2000-02,2000-02-29,1366.4200439453125
2000-03,2000-03-31,1498.5799560546875
2000-04,2000-04-28,1452.4300537109375
2000-05,2000-05-31,1420.5999755859375
2000-06,2000-06-30,1454.5999755859375
2000-07,2000-07-31,1430.8299560546875
2000-08,2000-08-31,1517.6800537109375
2000-09,2000-09-29,1436.510009765625
2000-10,2000-10-31,1429.4000244140625
2000-11,2000-11-30,1314.949951171875
2000-12,2000-12-29,1320.280029296875
2001-01,2001-01-31,1366.010009765625
2001-02,2001-02-28,1239.93994140625
2001-03,2001-03-30,1160.3299560546875
2001-04,2001-04-30,1249.4599609375
2001-05,2001-05-31,1255.8199462890625
2001-06,2001-06-29,1224.3800048828125
2001-07,2001-07-31,1211.22998046875
2001-08,2001-08-31,1133.5799560546875
2001-09,2001-09-28,1040.93994140625
2001-10,2001-10-31,1059.780029296875
2001-11,2001-11-30,1139.449951171875
2001-12,2001-12-31,1148.0799560546875
2002-01,2002-01-31,1130.199951171875
2002-02,2002-02-28,1106.72998046875
2002-03,2002-03-28,1147.3900146484375
2002-04,2002-04-30,1076.9200439453125
2002-05,2002-05-31,1067.1400146484375
2002-06,2002-06-28,989.8200073242188
2002-07,2002-07-31,911.6199951171876
2002-08,2002-08-30,916.0700073242188
2002-09,2002-09-30,815.280029296875
2002-10,2002-10-31,885.760009765625
2002-11,2002-11-29,936.3099975585938
2002-12,2002-12-31,879.8200073242188
2003-01,2003-01-31,855.7000122070312
2003-02,2003-02-28,841.1500244140625
2003-03,2003-03-31,848.1799926757812
2003-04,2003-04-30,916.9199829101562
2003-05,2003-05-30,963.5900268554688
2003-06,2003-06-30,974.5
2003-07,2003-07-31,990.3099975585938
2003-08,2003-08-29,1008.010009765625
2003-09,2003-09-30,995.969970703125
2003-10,2003-10-31,1050.7099609375
2003-11,2003-11-28,1058.199951171875
2003-12,2003-12-31,1111.9200439453125
2004-01,2004-01-30,1131.1300048828125
2004-02,2004-02-27,1144.93994140625
2004-03,2004-03-31,1126.2099609375
2004-04,2004-04-30,1107.300048828125
2004-05,2004-05-28,1120.6800537109375
2004-06,2004-06-30,1140.8399658203125
2004-07,2004-07-30,1101.719970703125
2004-08,2004-08-31,1104.239990234375
2004-09,2004-09-30,1114.5799560546875
2004-10,2004-10-29,1130.199951171875
2004-11,2004-11-30,1173.8199462890625
2004-12,2004-12-31,1211.9200439453125
2005-01,2005-01-31,1181.27001953125
2005-02,2005-02-28,1203.5999755859375
2005-03,2005-03-31,1180.5899658203125
2005-04,2005-04-29,1156.8499755859375
2005-05,2005-05-31,1191.5
2005-06,2005-06-30,1191.3299560546875
2005-07,2005-07-29,1234.1800537109375
2005-08,2005-08-31,1220.3299560546875
2005-09,2005-09-30,1228.81005859375
2005-10,2005-10-31,1207.010009765625
2005-11,2005-11-30,1249.47998046875
2005-12,2005-12-30,1248.2900390625
2006-01,2006-01-31,1280.0799560546875
2006-02,2006-02-28,1280.6600341796875
2006-03,2006-03-31,1294.8699951171875
2006-04,2006-04-28,1310.6099853515625
2006-05,2006-05-31,1270.0899658203125
2006-06,2006-06-30,1270.199951171875
2006-07,2006-07-31,1276.6600341796875
2006-08,2006-08-31,1303.8199462890625
2006-09,2006-09-29,1335.8499755859375
2006-10,2006-10-31,1377.93994140625
2006-11,2006-11-30,1400.6300048828125
2006-12,2006-12-29,1418.300048828125
2007-01,2007-01-31,1438.239990234375
2007-02,2007-02-28,1406.8199462890625
2007-03,2007-03-30,1420.8599853515625
2007-04,2007-04-30,1482.3699951171875
2007-05,2007-05-31,1530.6199951171875
2007-06,2007-06-29,1503.3499755859375
2007-07,2007-07-31,1455.27001953125
2007-08,2007-08-31,1473.989990234375
2007-09,2007-09-28,1526.75
2007-10,2007-10-31,1549.3800048828125
2007-11,2007-11-30,1481.1400146484375
2007-12,2007-12-31,1468.3599853515625
2008-01,2008-01-31,1378.550048828125
2008-02,2008-02-29,1330.6300048828125
2008-03,2008-03-31,1322.699951171875
2008-04,2008-04-30,1385.5899658203125
2008-05,2008-05-30,1400.3800048828125
2008-06,2008-06-30,1280.0
2008-07,2008-07-31,1267.3800048828125
2008-08,2008-08-29,1282.8299560546875
2008-09,2008-09-30,1166.3599853515625
2008-10,2008-10-31,968.75
2008-11,2008-11-28,896.239990234375
2008-12,2008-12-31,903.25
2009-01,2009-01-30,825.8800048828125
2009-02,2009-02-27,735.0900268554688
2009-03,2009-03-31,797.8699951171875
2009-04,2009-04-30,872.8099975585938
2009-05,2009-05-29,919.1400146484376
2009-06,2009-06-30,919.3200073242188
2009-07,2009-07-31,987.47998046875
2009-08,2009-08-31,1020.6199951171876
2009-09,2009-09-30,1057.0799560546875
2009-10,2009-10-30,1036.18994140625
2009-11,2009-11-30,1095.6300048828125
2009-12,2009-12-31,1115.0999755859375
2010-01,2010-01-29,1073.8699951171875
2010-02,2010-02-26,1104.489990234375
2010-03,2010-03-31,1169.4300537109375
2010-04,2010-04-30,1186.68994140625
2010-05,2010-05-28,1089.4100341796875
2010-06,2010-06-30,1030.7099609375
2010-07,2010-07-30,1101.5999755859375
2010-08,2010-08-31,1049.3299560546875
2010-09,2010-09-30,1141.199951171875
2010-10,2010-10-29,1183.260009765625
2010-11,2010-11-30,1180.550048828125
2010-12,2010-12-31,1257.6400146484375
2011-01,2011-01-31,1286.1199951171875
2011-02,2011-02-28,1327.219970703125
2011-03,2011-03-31,1325.8299560546875
2011-04,2011-04-29,1363.6099853515625
2011-05,2011-05-31,1345.199951171875
2011-06,2011-06-30,1320.6400146484375
2011-07,2011-07-29,1292.280029296875
2011-08,2011-08-31,1218.8900146484375
2011-09,2011-09-30,1131.4200439453125
2011-10,2011-10-31,1253.300048828125
2011-11,2011-11-30,1246.9599609375
2011-12,2011-12-30,1257.5999755859375
2012-01,2012-01-31,1312.4100341796875
2012-02,2012-02-29,1365.6800537109375
2012-03,2012-03-30,1408.469970703125
2012-04,2012-04-30,1397.9100341796875
2012-05,2012-05-31,1310.3299560546875
2012-06,2012-06-29,1362.1600341796875
2012-07,2012-07-31,1379.3199462890625
2012-08,2012-08-31,1406.5799560546875
2012-09,2012-09-28,1440.6700439453125
2012-10,2012-10-31,1412.1600341796875
2012-11,2012-11-30,1416.1800537109375
2012-12,2012-12-31,1426.18994140625
2013-01,2013-01-31,1498.1099853515625
2013-02,2013-02-28,1514.6800537109375
2013-03,2013-03-28,1569.18994140625
2013-04,2013-04-30,1597.5699462890625
2013-05,2013-05-31,1630.739990234375
2013-06,2013-06-28,1606.280029296875
2013-07,2013-07-31,1685.72998046875
2013-08,2013-08-30,1632.969970703125
2013-09,2013-09-30,1681.550048828125
2013-10,2013-10-31,1756.5400390625
2013-11,2013-11-29,1805.81005859375
2013-12,2013-12-31,1848.3599853515625
2014-01,2014-01-31,1782.5899658203125
2014-02,2014-02-28,1859.449951171875
2014-03,2014-03-31,1872.3399658203125
2014-04,2014-04-30,1883.949951171875
2014-05,2014-05-30,1923.5699462890625
2014-06,2014-06-30,1960.22998046875
2014-07,2014-07-31,1930.6700439453125
2014-08,2014-08-29,2003.3699951171875
2014-09,2014-09-30,1972.2900390625
2014-10,2014-10-31,2018.050048828125
2014-11,2014-11-28,2067.56005859375
2014-12,2014-12-31,2058.89990234375
2015-01,2015-01-30,1994.989990234375
2015-02,2015-02-27,2104.5
2015-03,2015-03-31,2067.889892578125
2015-04,2015-04-30,2085.510009765625
2015-05,2015-05-29,2107.389892578125
2015-06,2015-06-30,2063.110107421875
2015-07,2015-07-31,2103.840087890625
2015-08,2015-08-31,1972.1800537109373
2015-09,2015-09-30,1920.030029296875
2015-10,2015-10-30,2079.360107421875
2015-11,2015-11-30,2080.409912109375
2015-12,2015-12-31,2043.93994140625
2016-01,2016-01-29,1940.239990234375
2016-02,2016-02-29,1932.22998046875
2016-03,2016-03-31,2059.739990234375
2016-04,2016-04-29,2065.300048828125
2016-05,2016-05-31,2096.949951171875
2016-06,2016-06-30,2098.860107421875
2016-07,2016-07-29,2173.60009765625
2016-08,2016-08-31,2170.949951171875
2016-09,2016-09-30,2168.27001953125
2016-10,2016-10-31,2126.14990234375
2016-11,2016-11-30,2198.81005859375
2016-12,2016-12-30,2238.830078125
2017-01,2017-01-31,2278.8701171875
2017-02,2017-02-28,2363.639892578125
2017-03,2017-03-31,2362.719970703125
2017-04,2017-04-28,2384.199951171875
2017-05,2017-05-31,2411.800048828125
2017-06,2017-06-30,2423.409912109375
2017-07,2017-07-31,2470.300048828125
2017-08,2017-08-31,2471.64990234375
2017-09,2017-09-29,2519.360107421875
2017-10,2017-10-31,2575.260009765625
2017-11,2017-11-30,2647.580078125
2017-12,2017-12-29,2673.610107421875
2018-01,2018-01-31,2823.81005859375
2018-02,2018-02-28,2713.830078125
2018-03,2018-03-29,2640.8701171875
2018-04,2018-04-30,2648.050048828125
2018-05,2018-05-31,2705.27001953125
2018-06,2018-06-29,2718.3701171875
2018-07,2018-07-31,2816.2900390625
2018-08,2018-08-31,2901.52001953125
2018-09,2018-09-28,2913.97998046875
2018-10,2018-10-31,2711.739990234375
2018-11,2018-11-30,2760.169921875
2018-12,2018-12-31,2506.85009765625
2019-01,2019-01-31,2704.10009765625
2019-02,2019-02-28,2784.489990234375
2019-03,2019-03-29,2834.39990234375
2019-04,2019-04-30,2945.830078125
2019-05,2019-05-31,2752.06005859375
2019-06,2019-06-28,2941.760009765625
2019-07,2019-07-31,2980.3798828125
2019-08,2019-08-30,2926.4599609375
2019-09,2019-09-30,2976.739990234375
2019-10,2019-10-31,3037.56005859375
2019-11,2019-11-29,3140.97998046875
2019-12,2019-12-31,3230.780029296875
2020-01,2020-01-31,3225.52001953125
2020-02,2020-02-28,2954.219970703125
2020-03,2020-03-31,2584.590087890625
2020-04,2020-04-30,2912.429931640625
2020-05,2020-05-29,3044.31005859375
2020-06,2020-06-30,3100.2900390625
2020-07,2020-07-31,3271.1201171875
2020-08,2020-08-31,3500.31005859375
2020-09,2020-09-30,3363.0
2020-10,2020-10-30,3269.9599609375
2020-11,2020-11-30,3621.6298828125
2020-12,2020-12-31,3756.070068359375
2021-01,2021-01-29,3714.239990234375
2021-02,2021-02-26,3811.14990234375
2021-03,2021-03-31,3972.889892578125
2021-04,2021-04-30,4181.169921875
2021-05,2021-05-28,4204.10986328125
2021-06,2021-06-30,4297.5
2021-07,2021-07-30,4395.259765625
2021-08,2021-08-31,4522.68017578125
2021-09,2021-09-30,4307.5400390625
2021-10,2021-10-29,4605.3798828125
2021-11,2021-11-30,4567.0
2021-12,2021-12-31,4766.18017578125
2022-01,2022-01-31,4515.5498046875
2022-02,2022-02-28,4373.93994140625
2022-03,2022-03-31,4530.41015625
2022-04,2022-04-29,4131.93017578125
2022-05,2022-05-31,4132.14990234375
2022-06,2022-06-30,3785.3798828125
2022-07,2022-07-29,4130.2900390625
2022-08,2022-08-31,3955.0
2022-09,2022-09-30,3585.6201171875
2022-10,2022-10-31,3871.97998046875
2022-11,2022-11-30,4080.110107421875
2022-12,2022-12-30,3839.5
2023-01,2023-01-31,4076.60009765625
2023-02,2023-02-28,3970.14990234375
2023-03,2023-03-31,4109.31005859375
2023-04,2023-04-28,4169.47998046875
2023-05,2023-05-31,4179.830078125
2023-06,2023-06-30,4450.3798828125
2023-07,2023-07-31,4588.9599609375
2023-08,2023-08-31,4507.66015625
2023-09,2023-09-29,4288.0498046875
2023-10,2023-10-31,4193.7998046875
2023-11,2023-11-30,4567.7998046875
2023-12,2023-12-29,4769.830078125
2024-01,2024-01-31,4845.64990234375
2024-02,2024-02-29,5096.27001953125
2024-03,2024-03-28,5254.35009765625
2024-04,2024-04-30,5035.68994140625
2024-05,2024-05-31,5277.509765625
2024-06,2024-06-28,5460.47998046875
2024-07,2024-07-31,5522.2998046875
2024-08,2024-08-30,5648.39990234375
2024-09,2024-09-30,5762.47998046875
2024-10,2024-10-31,5705.4501953125
2024-11,2024-11-29,6032.3798828125
2024-12,2024-12-31,5881.6298828125
2025-01,2025-01-31,6040.52978515625
2025-02,2025-02-28,5954.5
2025-03,2025-03-31,5611.85009765625
2025-04,2025-04-30,5569.06005859375
2025-05,2025-05-30,5911.68994140625
2025-06,2025-06-30,6204.9501953125
2025-07,2025-07-31,6339.39013671875
2025-08,2025-08-29,6460.259765625
2025-09,2025-09-11,6587.47021484375
